!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Compound" TableName="Compound"							
!Compound	!Name	!Location	!Charge	!IsConstant	!SBOTerm	!InitialConcentration	!Identifiers:obo.chebi
M_em3gacpail_hs_r	phosphoethanolaminyl-trimannosyl-glucosaminyl-acylphosphatidylinositol (H6)	r	0	False	247	1.0	
M_emem2gacpail_hs_r	(phosphoethanolaminyl-mannosyl),(phosphoethanolaminyl)-dimannosyl-glucosaminyl-acylphosphatidylinositol (H7)	r	0	False	247	1.0	
M_em2emgacpail_hs_r	(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)	r	0	False	247	1.0	
M_m3emgacpail_hs_r	(trimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (M4C)	r	0	False	247	1.0	
M_gpi_hs_r	{[PE-Man-],[PE-]Man},{PE-}Man-GlcN-acylPI	r	0	False	247	1.0	
M_mem2emgacpail_hs_r	({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol (M4B)	r	0	False	247	1.0	
M_pre_prot_r	glycophosphatidylinositol (GPI)-anchored protein precursor	r	0	False	247	1.0	
M_udpglcur_c	UDP-D-glucuronate	c	-3	False	247	1.0	CHEBI:58052
M_hcoumarin_c	umbelliferone	c	0	False	247	1.0	CHEBI:27510
M_hestratriol_c	4,17 dihydroxy estradiol	c	0	False	247	1.0	
M_hestratriol_r	4,17 dihydroxy estradiol	r	0	False	247	1.0	
M_hexccrn_c	hexacosanoyl carnitine	c	0	False	247	1.0	
M_hexccrn_m	hexacosanoyl carnitine	m	0	False	247	1.0	
M_hexccoa_m	Hexacosanoyl-CoA (n-C26:0CoA)	m	-4	False	247	1.0	
M_4mlacac_c	4-maleylacetoacetate	c	-2	False	247	1.0	CHEBI:17105
M_his_L_c	L-histidine	c	0	False	247	1.0	CHEBI:15971
M_urcan_c	Urocanate	c	-1	False	247	1.0	CHEBI:17771
M_hista_c	histamium	c	1	False	247	1.0	CHEBI:58432
M_im4act_c	imidazole-4-acetaldehyde	c	0	False	247	1.0	CHEBI:27398
M_ppbng_c	Porphobilinogen	c	-1	False	247	1.0	CHEBI:58126
M_hmbil_c	Hydroxymethylbilane	c	-8	False	247	1.0	CHEBI:57845
M_hmgcoa_r	Hydroxymethylglutaryl-CoA	r	-5	False	247	1.0	CHEBI:15467
M_mev_R_r	(R)-mevalonate	r	-1	False	247	1.0	CHEBI:36464
M_hmgcoa_c	Hydroxymethylglutaryl-CoA	c	-5	False	247	1.0	CHEBI:15467
M_hmgcoa_m	Hydroxymethylglutaryl-CoA	m	-5	False	247	1.0	CHEBI:15467
M_hmgcoa_x	Hydroxymethylglutaryl-CoA	x	-5	False	247	1.0	CHEBI:15467
M_hom_L_c	L-homoserine	c	0	False	247	1.0	CHEBI:15699
M_pheme_c	Protoheme	c	-2	False	247	1.0	CHEBI:17627
M_phyt2ohcoa_x	2-hydroxyphytanoyl-CoA(4-)	x	-4	False	247	1.0	CHEBI:57334
M_pristanal_x	pristanal	x	0	False	247	1.0	CHEBI:49189
M_hpdcacrn_c	heptadecanoyl carnitine	c	0	False	247	1.0	
M_hpdcacrn_m	heptadecanoyl carnitine	m	0	False	247	1.0	
M_hpyr_c	3-hydroxypyruvate	c	-1	False	247	1.0	CHEBI:17180
M_hpyr_m	3-hydroxypyruvate	m	-1	False	247	1.0	CHEBI:17180
M_hpyr_x	3-hydroxypyruvate	x	-1	False	247	1.0	CHEBI:17180
M_hretn_c	4 hydroxy retinoic acid	c	-1	False	247	1.0	
M_hs_deg1_l	heparan sulfate, degradation product 1	l	-12	False	247	1.0	
M_hs_deg2_l	heparan sulfate, degradation product 2	l	-11	False	247	1.0	
M_hs_deg6_l	heparan sulfate, degradation product 6	l	-10	False	247	1.0	
M_hs_deg7_l	heparan sulfate, degradation product 7	l	-9	False	247	1.0	
M_hs_deg12_l	heparan sulfate, degradation product 12	l	-7	False	247	1.0	
M_hs_deg13_l	heparan sulfate, degradation product 13	l	-6	False	247	1.0	
M_hs_deg18_l	heparan sulfate, degradation product 18	l	-4	False	247	1.0	
M_hs_deg19_l	heparan sulfate, degradation product 19	l	-3	False	247	1.0	
M_cortsn_r	cortisone	r	0	False	247	1.0	CHEBI:16962
M_andrstndn_r	androst-4-ene-3,17-dione	r	0	False	247	1.0	CHEBI:16422
M_tststerone_r	testosterone	r	0	False	247	1.0	CHEBI:17347
M_nadph_x	Nicotinamide adenine dinucleotide phosphate - reduced	x	-4	False	247	1.0	CHEBI:57783
M_nadp_x	Nicotinamide adenine dinucleotide phosphate	x	-3	False	247	1.0	CHEBI:58349
M_cholcoaone_x	3alpha,7alpha,12alpha-trihydroxy-24-oxo-5beta-cholestan-26-oyl-CoA(4-)	x	-4	False	247	1.0	CHEBI:58507
M_eandrstrn_r	16alpha-hydroxydehydroepiandrosterone	r	0	False	247	1.0	CHEBI:27771
M_andrstandn_r	5alpha-androstane-3,17-dione	r	0	False	247	1.0	CHEBI:15994
M_prgnlone_c	pregnenolone	c	0	False	247	1.0	CHEBI:16581
M_prgnlone_r	pregnenolone	r	0	False	247	1.0	CHEBI:16581
M_prgstrn_r	progesterone	r	0	False	247	1.0	CHEBI:17026
M_17ahprgnlone_c	17alpha-hydroxypregnenolone	c	0	False	247	1.0	CHEBI:28750
M_17ahprgstrn_c	17alpha-hydroxyprogesterone	c	0	False	247	1.0	CHEBI:17252
M_17ahprgnlone_r	17alpha-hydroxypregnenolone	r	0	False	247	1.0	CHEBI:28750
M_17ahprgstrn_r	17alpha-hydroxyprogesterone	r	0	False	247	1.0	CHEBI:17252
M_xol7a_r	20-hydroxycholesterol	r	0	False	247	1.0	CHEBI:1296
M_xol7aone_r	7alpha-hydroxycholest-4-en-3-one	r	0	False	247	1.0	CHEBI:17899
M_hspg_l	heparan sulfate proteoglycan	l	-13	False	247	1.0	
M_hs_l	heparan sulfate, free chain	l	-13	False	247	1.0	CHEBI:28815
M_hspg_g	heparan sulfate proteoglycan	g	-13	False	247	1.0	
M_htaxol_c	6 alpha hydroxy taxol/ 6 alpha hydroxy paclitaxel	c	0	False	247	1.0	
M_hxan_l	hypoxanthine	l	0	False	247	1.0	CHEBI:17368
M_hxan_c	Hypoxanthine	c	0	False	247	1.0	CHEBI:17368
M_hxan_x	Hypoxanthine	x	0	False	247	1.0	CHEBI:17368
M_pyam5p_c	Pyridoxamine 5-phosphate	c	-1	False	247	1.0	CHEBI:58451
M_pydam_c	Pyridoxamine	c	1	False	247	1.0	CHEBI:57761
M_taur_c	Taurine	c	0	False	247	1.0	
M_icit_x	isocitrate(3-)	x	-3	False	247	1.0	CHEBI:16087
M_3ityr_L_c	3-iodo-L-tyrosine	c	0	False	247	1.0	CHEBI:27847
M_iodine_c	Iodine	c	0	False	247	1.0	CHEBI:24859
M_35diotyr_c	3,5-diiodo-L-tyrosine	c	0	False	247	1.0	CHEBI:15768
M_triodthy_c	3,3,5-triiodo-L-thyronine	c	0	False	247	1.0	CHEBI:18258
M_thyox_L_c	L-thyroxine	c	0	False	247	1.0	CHEBI:18332
M_tyr_L_c	L-tyrosine	c	0	False	247	1.0	CHEBI:17895
M_hs_deg5_l	heparan sulfate, degradation product 5	l	-11	False	247	1.0	
M_idour_l	L-iduronate	l	-1	False	247	1.0	CHEBI:21338
M_hs_deg16_l	heparan sulfate, degradation product 16	l	-6	False	247	1.0	
M_hs_deg17_l	heparan sulfate, degradation product 17	l	-5	False	247	1.0	
M_hs_deg22_l	IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose	l	-3	False	247	1.0	
M_hs_deg23_l	GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose	l	-2	False	247	1.0	
M_cs_b_deg3_l	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	l	-4	False	247	1.0	
M_idour_c	L-iduronate	c	-1	False	247	1.0	CHEBI:21338
M_idp_n	IDP(3-)	n	-3	False	247	1.0	CHEBI:58280
M_ile_L_c	L-isoleucine	c	0	False	247	1.0	CHEBI:17191
M_ile_L_m	L-isoleucine	m	0	False	247	1.0	CHEBI:17191
M_im4ac_c	imidazol-4-ylacetate	c	-1	False	247	1.0	CHEBI:57969
M_im4act_m	imidazole-4-acetaldehyde	m	0	False	247	1.0	CHEBI:27398
M_im4ac_m	imidazol-4-ylacetate	m	-1	False	247	1.0	CHEBI:57969
M_ins_m	inosine	m	0	False	247	1.0	CHEBI:17596
M_imp_m	IMP(2-)	m	-2	False	247	1.0	CHEBI:58053
M_ins_l	inosine	l	0	False	247	1.0	CHEBI:17596
M_ipdp_r	isopentenyl diphosphate(3-)	r	-3	False	247	1.0	CHEBI:128769
M_itacon_m	itaconate(2-)	m	-2	False	247	1.0	CHEBI:17240
M_itp_n	ITP(3-)	n	-4	False	247	1.0	CHEBI:57614
M_4izp_c	4-Imidazolone-5-propanoate	c	-1	False	247	1.0	CHEBI:57255
M_xylu_D_c	D-xylulose	c	0	False	247	1.0	CHEBI:17140
M_tagat_D_c	D-tagatose	c	0	False	247	1.0	CHEBI:16443
M_ksii_core2_g	keratan sulfate II (core 2-linked)	g	-4	False	247	1.0	
M_ksii_core2_l	keratan sulfate II (core 2-linked)	l	-4	False	247	1.0	
M_ksii_core4_g	keratan sulfate II (core 4-linked)	g	-4	False	247	1.0	
M_ksii_core4_l	keratan sulfate II (core 4-linked)	l	-4	False	247	1.0	
M_ksi_g	keratan sulfate I	g	-13	False	247	1.0	
M_k_g	potassium(1+)	g	1	False	247	1.0	CHEBI:29103
M_anth_c	anthranilate	c	-1	False	247	1.0	CHEBI:16567
M_4aphdob_c	4-(2-aminophenyl)-2,4-dioxobutanoate	c	-1	False	247	1.0	CHEBI:58147
M_kynate_c	kynurenate	c	-1	False	247	1.0	CHEBI:58454
M_lcts_l	lactose	l	0	False	247	1.0	CHEBI:17716
M_lac_L_c	(S)-lactate	c	-1	False	247	1.0	CHEBI:16651
M_lald_D_m	(R)-lactaldehyde	m	0	False	247	1.0	CHEBI:17167
M_lald_L_m	(S)-lactaldehyde	m	0	False	247	1.0	CHEBI:18041
M_lac_L_m	(S)-lactate	m	-1	False	247	1.0	CHEBI:16651
M_lcts_g	lactose	g	0	False	247	1.0	CHEBI:17716
M_lcts_c	lactose	c	0	False	247	1.0	CHEBI:17716
M_3spyr_c	3-sulfonatopyruvate(2-)	c	-2	False	247	1.0	CHEBI:57940
M_Lcyst_m	L-cysteate(1-)	m	-1	False	247	1.0	CHEBI:58090
M_3spyr_m	3-sulfonatopyruvate(2-)	m	-2	False	247	1.0	CHEBI:57940
M_leuktrA4_r	leukotriene A4(1-)	r	-1	False	247	1.0	CHEBI:57463
M_leuktrB4_c	leukotriene B4(1-)	c	-1	False	247	1.0	CHEBI:57461
M_leuktrB4_r	leukotriene B4(1-)	r	-1	False	247	1.0	CHEBI:57461
M_leuktrC4_c	leukotriene C4(2-)	c	-2	False	247	1.0	CHEBI:57973
M_leuktrD4_c	Leukotriene D4	c	-1	False	247	1.0	CHEBI:28666
M_leu_L_c	L-leucine	c	0	False	247	1.0	CHEBI:15603
M_leu_L_m	L-leucine	m	0	False	247	1.0	CHEBI:15603
M_nformanth_c	N-formylanthranilate	c	-1	False	247	1.0	CHEBI:18410
M_lgnccrn_c	lignoceryl carnitine	c	0	False	247	1.0	
M_lgnccrn_m	lignoceryl carnitine	m	0	False	247	1.0	
M_lgnccoa_m	lignocericyl coenzyme A	m	-4	False	247	1.0	
M_limnen_c	limonene	c	0	False	247	1.0	CHEBI:15384
M_xyl_D_l	aldehydo-D-xylose	l	0	False	247	1.0	CHEBI:15936
M_cs_a_deg5_l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5	l	-2	False	247	1.0	
M_cs_c_deg5_l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 5	l	-2	False	247	1.0	
M_cs_e_deg7_l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 7	l	-3	False	247	1.0	
M_lipoate_c	lipoate	c	0	False	247	1.0	CHEBI:30313
M_lneldccrn_c	Linoelaidyl carnitine	c	0	False	247	1.0	
M_lneldccrn_m	Linoelaidyl carnitine	m	0	False	247	1.0	
M_lnlccrn_c	Linoleyl carnitine	c	0	False	247	1.0	
M_lnlccrn_m	Linoleyl carnitine	m	0	False	247	1.0	
M_lnlncacrn_c	alpha-linolenyl carnitine	c	0	False	247	1.0	
M_lnlncacrn_m	alpha-linolenyl carnitine	m	0	False	247	1.0	
M_lnlncgcrn_c	gamma-linolenyl carnitine	c	0	False	247	1.0	
M_lnlncgcrn_m	gamma-linolenyl carnitine	m	0	False	247	1.0	
M_lanost_c	lanosterol	c	0	False	247	1.0	CHEBI:16521
M_44mctr_c	4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol	c	0	False	247	1.0	CHEBI:17813
M_Ssq23epx_r	(S)-2,3-epoxysqualene	r	0	False	247	1.0	CHEBI:15441
M_lanost_r	lanosterol	r	0	False	247	1.0	CHEBI:16521
M_lpchol_hs_c	lysophosphatidylcholine	c	0	False	247	1.0	CHEBI:60479
M_thp2c_x	1-piperideine-6-carboxylate	x	-1	False	247	1.0	CHEBI:16987
M_mag_hs_c	monoacylglycerol 2	c	0	False	247	1.0	
M_retinol_c	retinol	c	0	False	247	1.0	CHEBI:50211
M_retfa_c	fatty acid retinol	c	0	False	247	1.0	
M_retinol_cis_11_c	11-cis-retinol	c	0	False	247	1.0	CHEBI:16302
M_11_cis_retfa_c	fatty acid 11-cis-retinol	c	0	False	247	1.0	
M_retinol_9_cis_c	9-cis-retinol	c	0	False	247	1.0	CHEBI:17336
M_9_cis_retfa_c	fatty acid 9-cis-retinol	c	0	False	247	1.0	
M_pd3_c	Previtamin D3	c	0	False	247	1.0	
M_lum3_c	Lumisterol 3	c	0	False	247	1.0	
M_trp_L_c	L-tryptophan	c	0	False	247	1.0	CHEBI:16828
M_trypta_c	tryptaminium	c	1	False	247	1.0	CHEBI:57887
M_peplys_n	Peptidyl-L-lysine	n	0	False	247	1.0	
M_Nmelys_n	Histone N6-methyl-L-lysine	n	1	False	247	1.0	
M_Ndmelys_n	Protein N6,N6-dimethyl-L-lysine	n	2	False	247	1.0	
M_Ntmelys_n	Protein N6,N6,N6-trimethyl-L-lysine	n	3	False	247	1.0	
M_lys_L_x	L-lysinium(1+)	x	1	False	247	1.0	CHEBI:32551
M_6a2ohxnt_x	6-amino-2-oxohexanoic acid	x	0	False	247	1.0	CHEBI:17534
M_nm4masn_g	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	g	0	False	247	1.0	
M_man_g	D-mannose	g	0	False	247	1.0	CHEBI:16024
M_nm2masn_g	(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	g	0	False	247	1.0	
M_m4masn_g	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	0	False	247	1.0	
M_n3m2masn_g	((N-acetyl-D-glucosaminyl)3-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	g	0	False	247	1.0	
M_n2m2nmasn_g	N-Acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,3-(N-acetyl-beta-D-glucosaminyl-1,2-alpha-D-mannosyl-1,6)-(N-acetyl-beta-D-glucosaminyl-1,4)-beta-D-mannosyl-1,4-N-acetyl-beta-D-glucosaminyl-R	g	0	False	247	1.0	
M_n4m2masn_g	((N-acetyl-D-glucosaminyl)4-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein)	g	0	False	247	1.0	
M_m7masnB_r	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	r	0	False	247	1.0	
M_m7masnB_g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)	g	0	False	247	1.0	
M_m8masn_r	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	r	0	False	247	1.0	
M_m8masn_g	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	0	False	247	1.0	
M_3mldz_c	1-methylimidazole-4-acetaldehyde	c	0	False	247	1.0	CHEBI:28104
M_malt_c	Maltose	c	0	False	247	1.0	CHEBI:17306
M_malt_l	maltose	l	0	False	247	1.0	CHEBI:17306
M_man_r	D-mannose	r	0	False	247	1.0	CHEBI:16024
M_normete_L_c	L-Normetanephrine	c	1	False	247	1.0	
M_3mgcoa_m	trans-3-methylglutaconyl-CoA(5-)	m	-5	False	247	1.0	CHEBI:57346
M_malcoa_x	malonyl-CoA(4-)	x	-5	False	247	1.0	CHEBI:57384
M_mercplac_c	3-Mercaptolactate	c	-1	False	247	1.0	
M_mercplaccys_c	3-mercaptolactate-cysteine disulfide	c	-1	False	247	1.0	
M_malACP_c	Malonyl-[acyl-carrier protein]	c	-2	False	247	1.0	CHEBI:17330
M_ACP_m	acyl carrier protein	m	-1	False	247	1.0	CHEBI:18359
M_malACP_m	Malonyl-[acyl-carrier protein]	m	-2	False	247	1.0	CHEBI:17330
M_tcynt_c	thiocyanate	c	-1	False	247	1.0	CHEBI:18022
M_5mdru1p_c	5-Methylthio-5-deoxy-D-ribulose 1-phosphate	c	-2	False	247	1.0	CHEBI:58548
M_mescon_m	Mesaconate	m	-2	False	247	1.0	CHEBI:36986
M_mescoa_m	Mesaconyl-CoA	m	-5	False	247	1.0	CHEBI:27969
M_fna5moxam_c	Formyl-N-acetyl-5-methoxykynurenamine	c	0	False	247	1.0	
M_6hoxmelatn_c	6-Hydroxymelatonin	c	0	False	247	1.0	
M_meoh_l	methanol	l	0	False	247	1.0	CHEBI:17790
M_mepi_c	Metanephrine	c	1	False	247	1.0	CHEBI:144365
M_mev_R_x	(R)-mevalonate	x	-1	False	247	1.0	CHEBI:36464
M_5pmev_x	(R)-5-phosphonatomevalonate(3-)	x	-3	False	247	1.0	CHEBI:58146
M_mhista_c	N(tele)-methylhistaminium	c	1	False	247	1.0	CHEBI:58600
M_mi13456p_c	myo-inositol 1,3,4,5,6-pentakisphosphate(10-)	c	-10	False	247	1.0	CHEBI:57733
M_minohp_c	myo-inositol hexakisphosphate(12-)	c	-12	False	247	1.0	CHEBI:58130
M_mi13456p_n	myo-inositol 1,3,4,5,6-pentakisphosphate(10-)	n	-10	False	247	1.0	CHEBI:57733
M_mi1345p_n	1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)	n	-8	False	247	1.0	CHEBI:57895
M_mi1345p_c	1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)	c	-8	False	247	1.0	CHEBI:57895
M_mi134p_c	1D-myo-inositol 1,3,4-trisphosphate(6-)	c	-6	False	247	1.0	CHEBI:58414
M_mi1346p_n	myo-inositol 1,3,4,6-tetrakisphosphate(8-)	n	-8	False	247	1.0	CHEBI:57660
M_mi1346p_c	myo-inositol 1,3,4,6-tetrakisphosphate(8-)	c	-8	False	247	1.0	CHEBI:57660
M_mi13p_c	1D-myo-Inositol 1,3-bisphosphate	c	-4	False	247	1.0	CHEBI:18225
M_mi34p_c	1D-myo-Inositol 3,4-bisphosphate	c	-4	False	247	1.0	CHEBI:28858
M_mi1p_D_c	1D-myo-inositol 1-phosphate(2-)	c	-2	False	247	1.0	CHEBI:58433
M_mi1456p_n	1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)	n	-8	False	247	1.0	CHEBI:57627
M_mi145p_n	1D-myo-inositol 1,4,5-trisphosphate(6-)	n	-6	False	247	1.0	CHEBI:203600
M_mi145p_c	1D-myo-inositol 1,4,5-trisphosphate(6-)	c	-6	False	247	1.0	CHEBI:203600
M_mi14p_c	(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	c	-4	False	247	1.0	CHEBI:58282
M_mi4p_D_c	1D-myo-inositol 4-phosphate(2-)	c	-2	False	247	1.0	CHEBI:58469
M_mi14p_n	(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate	n	-4	False	247	1.0	CHEBI:58282
M_mi1p_D_n	1D-myo-inositol 1-phosphate(2-)	n	-2	False	247	1.0	CHEBI:58433
M_mi3456p_c	1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-)	c	-8	False	247	1.0	CHEBI:57539
M_mi3p_D_c	1D-myo-inositol 3-phosphate(2-)	c	-2	False	247	1.0	CHEBI:58401
M_2mcacn_c	(Z)-but-2-ene-1,2,3-tricarboxylate	c	-3	False	247	1.0	CHEBI:57872
M_micit_c	(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate	c	-3	False	247	1.0	CHEBI:57429
M_minohp_n	myo-inositol hexakisphosphate(12-)	n	-12	False	247	1.0	CHEBI:58130
M_malttr_c	maltotriose	c	0	False	247	1.0	CHEBI:27931
M_malttr_l	maltotriose	l	0	False	247	1.0	CHEBI:27931
M_m5masnC_g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	0	False	247	1.0	
M_m5masnB2_g	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	0	False	247	1.0	
M_m6masnA_g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	0	False	247	1.0	
M_m6masnB1_g	(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)	g	0	False	247	1.0	
M_m7masnC_g	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)	g	0	False	247	1.0	
M_mmcoa_S_c	(S)-methylmalonyl-CoA(5-)	c	-5	False	247	1.0	CHEBI:57327
M_mmcoa_S_m	(S)-methylmalonyl-CoA(5-)	m	-5	False	247	1.0	CHEBI:57327
M_mmcoa_S_x	(S)-methylmalonyl-CoA(5-)	x	-5	False	247	1.0	CHEBI:57327
M_mmcoa_R_m	(R)-methylmalonyl-CoA(5-)	m	-5	False	247	1.0	CHEBI:57326
M_5mta_c	5-Methylthioadenosine	c	0	False	247	1.0	CHEBI:17509
M_5mdr1p_c	5-Methylthio-5-deoxy-D-ribose 1-phosphate	c	-2	False	247	1.0	CHEBI:58533
M_methf_m	(6R)-5,10-methenyltetrahydrofolate	m	-1	False	247	1.0	CHEBI:57455
M_4aabutn_c	4-acetamidobutanoate	c	-1	False	247	1.0	CHEBI:11951
M_n4abutn_m	4-acetamidobutanal	m	0	False	247	1.0	CHEBI:7386
M_4aabutn_m	4-acetamidobutanoate	m	-1	False	247	1.0	CHEBI:11951
M_Nacasp_c	N-acetyl-L-aspartate(2-)	c	-2	False	247	1.0	CHEBI:16953
M_ksi_deg7_l	keratan sulfate I, degradation product 7	l	-10	False	247	1.0	
M_ksi_deg10_l	keratan sulfate I, degradation product 10	l	-9	False	247	1.0	
M_ksi_deg13_l	keratan sulfate I, degradation product 13	l	-8	False	247	1.0	
M_ksi_deg16_l	keratan sulfate I, degradation product 16	l	-7	False	247	1.0	
M_ksi_deg19_l	keratan sulfate I, degradation product 19	l	-6	False	247	1.0	
M_ksi_deg22_l	keratan sulfate I, degradation product 22	l	-5	False	247	1.0	
M_ksi_deg25_l	keratan sulfate I, degradation product 25	l	-4	False	247	1.0	
M_ksi_deg28_l	keratan sulfate I, degradation product 28	l	-3	False	247	1.0	
M_ksi_deg31_l	keratan sulfate I, degradation product 31	l	-2	False	247	1.0	
M_ksi_deg34_l	keratan sulfate I, degradation product 34	l	-1	False	247	1.0	
M_cs_a_deg1_l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 1	l	-4	False	247	1.0	
M_ksi_deg37_l	keratan sulfate I, degradation product 37	l	0	False	247	1.0	
M_ksii_core2_deg4_l	keratan sulfate II (core 2-linked), degradation product 4	l	-1	False	247	1.0	
M_ksii_core2_deg7_l	keratan sulfate II (core 2-linked), degradation product 7	l	0	False	247	1.0	
M_ksii_core4_deg4_l	keratan sulfate II (core 4-linked), degradation product 4	l	-1	False	247	1.0	
M_cs_a_deg4_l	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 4	l	-2	False	247	1.0	
M_cs_b_deg1_l	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 1	l	-5	False	247	1.0	
M_cs_b_deg2_l	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 2	l	-5	False	247	1.0	
M_cs_c_deg1_l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 1	l	-4	False	247	1.0	
M_cs_c_deg4_l	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	l	-2	False	247	1.0	
M_cs_d_deg1_l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 1	l	-6	False	247	1.0	
M_cs_d_deg2_l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 2	l	-6	False	247	1.0	
M_cs_d_deg5_l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 5	l	-3	False	247	1.0	
M_cs_d_deg6_l	chondroitin sulfate D (GlcNAc6S-GlcA2S), degradation product 6	l	-3	False	247	1.0	
M_cs_e_deg2_l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2	l	-6	False	247	1.0	
M_cs_e_deg6_l	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 6	l	-3	False	247	1.0	
M_nac_c	Nicotinate	c	-1	False	247	1.0	
M_ncam_c	Nicotinamide	c	0	False	247	1.0	
M_adprbp_c	ADP-D-ribose 2-phosphate(4-)	c	-4	False	247	1.0	CHEBI:58673
M_nad_n	NAD(1-)	n	-1	False	247	1.0	CHEBI:57540
M_Tn_antigen_l	Tn antigen	l	0	False	247	1.0	
M_udp_l	UDP(3-)	l	-3	False	247	1.0	CHEBI:58223
M_udpacgal_l	UDP-N-acetyl-D-galactosamine(2-)	l	-2	False	247	1.0	CHEBI:57847
M_na1_g	sodium(1+)	g	1	False	247	1.0	CHEBI:29101
M_na1_x	sodium(1+)	x	1	False	247	1.0	CHEBI:29101
M_carn_c	carnosine	c	0	False	247	1.0	CHEBI:15727
M_udp_r	UDP	r	-3	False	247	1.0	CHEBI:58223
M_ump_r	UMP	r	-2	False	247	1.0	CHEBI:57865
M_pi_g	hydrogenphosphate	g	-2	False	247	1.0	CHEBI:43474
M_ump_g	UMP(2-)	g	-2	False	247	1.0	CHEBI:57865
M_didp_m	dIDP	m	-3	False	247	1.0	CHEBI:28823
M_ditp_m	dITP(4-)	m	-4	False	247	1.0	CHEBI:61382
M_udp_m	UDP(3-)	m	-3	False	247	1.0	CHEBI:58223
M_utp_m	UTP(4-)	m	-4	False	247	1.0	CHEBI:46398
M_idp_m	IDP(3-)	m	-3	False	247	1.0	CHEBI:58280
M_itp_m	ITP(3-)	m	-4	False	247	1.0	CHEBI:57614
M_nicrns_c	Nicotinate D-ribonucleoside	c	0	False	247	1.0	CHEBI:58527
M_nicrnt_c	Nicotinate D-ribonucleotide	c	-2	False	247	1.0	CHEBI:57502
M_nicrnt_n	nicotinate D-ribonucleotide(2-)	n	-2	False	247	1.0	CHEBI:57502
M_nifedipine_c	nifedipine	c	0	False	247	1.0	CHEBI:7565
