!!SBtab SBtabVersion="0.8" Document="recon2.v02" TableType="Reaction" TableName="Reaction"								
!Reaction	!Name	!ReactionFormula	!Location	!Regulator	!KineticLaw	!SBOTerm	!IsReversible	!Identifiers:obo.eco
R_CSPG_Btly	chondroitin sulfate B transport, extracellular to lysosome	M_cspg_b_e <=> M_cspg_b_l			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Ct	chondroitin sulfate C transport, golgi to extracellular	M_cspg_c_g <=> M_cspg_c_e			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Ctly	chondroitin sulfate C transport, extracellular to lysosome	M_cspg_c_e <=> M_cspg_c_l			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Dt	chondroitin sulfate D transport, golgi to extracellular	M_cspg_d_g <=> M_cspg_d_e			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Dtly	chondroitin sulfate D transport, extracellular to lysosome	M_cspg_d_e <=> M_cspg_d_l			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Et	chondroitin sulfate E transport, golgi to extracellular	M_cspg_e_g <=> M_cspg_e_e			FLUX_VALUE	185	False	ECO:0000000
R_CSPG_Etly	chondroitin sulfate E transport, extracellular to lysosome	M_cspg_e_e <=> M_cspg_e_l			FLUX_VALUE	185	False	ECO:0000000
R_CTPS1	CTP synthase (NH3)	M_nh4_c + M_atp_c + M_utp_c <=> M_adp_c + 2 M_h_c + M_pi_c + M_ctp_c		_1503_1_c	FLUX_VALUE	176	False	ECO:0000254
R_CTPS2	CTP synthase (glutamine)	M_h2o_c + M_atp_c + M_gln_L_c + M_utp_c <=> M_adp_c + 2 M_h_c + M_pi_c + M_glu_L_c + M_ctp_c		_56474_1_c|_56474_2_c	FLUX_VALUE	176	False	ECO:0000269
R_CTPtn	CTP diffusion in nucleus	M_ctp_c <=> M_ctp_n			FLUX_VALUE	185	True	ECO:0000000
R_CYANt	Cyanide transport via diffusion (extracellular to cytosol)	M_cyan_e <=> M_cyan_c			FLUX_VALUE	185	True	ECO:0000000
R_CYANtm	Cyanide transport via diffusion (mitochondrial)	M_cyan_c <=> M_cyan_m			FLUX_VALUE	185	True	ECO:0000000
R_CYOOm2	cytochrome c oxidase, mitochondrial Complex IV	M_o2_m + 4 M_focytC_m <=> 4 M_h_m + 2 M_h2o_m + 4 M_ficytC_m		_10975_1_m_1537_1_m_27089_1_m_29796_2_m_4519_1_m_7381_1_m_7384_1_m_7385_1_m_7386_1_m_7388_1_m|_10975_1_m_1537_1_m_27089_1_m_29796_1_m_4519_1_m_7381_1_m_7384_1_m_7385_1_m_7386_1_m_7388_1_m	FLUX_VALUE	185	False	ECO:0000000
R_CYOR_u10m	ubiquinol-6 cytochrome c reductase, Complex III	2 M_h_m + 2 M_ficytC_m + M_q10h2_m <=> 4 M_h_c + M_q10_m + 2 M_focytC_m		_55350_3_c_8875_2_c_8876_1_c|_55350_2_c_8875_2_c_8876_1_c|_55350_1_c_8875_1_c_8876_1_c|_55350_2_c_8875_1_c_8876_1_c|_55350_1_c_8875_2_c_8876_1_c|_55350_3_c_8875_1_c_8876_1_c|_AA081045_1_c|_AI620219_1_c|_219_1_c|_217_1_c|_224_1_c|_501_1_c|_223_1_c|_AU149534_1_c|_T83654_1_c	FLUX_VALUE	185	False	ECO:0000134
R_CYSALANaEx	L-alanine/L-cysteine Na-dependent exchange (Cys-L in)	M_na1_e + M_ala_L_c + M_cys_L_e <=> M_na1_c + M_ala_L_e + M_cys_L_c		_6509_1_c|_6510_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYSASNNaEx	L-cysteine/L-asparagine Na-dependent exchange (Cys-L in)	M_na1_e + M_asn_L_c + M_cys_L_e <=> M_na1_c + M_asn_L_e + M_cys_L_c		_6510_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYSGLNNaEx	L-cysteine/L-glutamine Na-dependent exchange (Cys-L in)	M_na1_e + M_cys_L_e + M_gln_L_c <=> M_na1_c + M_cys_L_c + M_gln_L_e		_6510_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYSGLTH	Glutathione:cystine oxidoreductase	M_Lcystin_c + 2 M_gthrd_c <=> 2 M_cys_L_c + M_gthox_c			FLUX_VALUE	176	True	ECO:0000000
R_CYSGLUexR	L-cysteine/L-glutamine reversible exchanger	M_cys_L_e + M_gln_L_c <=> M_cys_L_c + M_gln_L_e		_56301_1_c_6520_1_c	FLUX_VALUE	185	True	ECO:0000304
R_CYSGLYexR	L-cysteine/glycine reversible exchanger	M_cys_L_c + M_gly_e <=> M_cys_L_e + M_gly_c		_23428_1_c_6520_1_c|_23428_2_c_6520_1_c|_56301_1_c_6520_1_c	FLUX_VALUE	185	True	ECO:0000000
R_CYSLYSL	L-Cystine Lysteine-lyase (deaminating)	M_h2o_c + M_Lcystin_c <=> M_nh4_c + M_pyr_c + M_thcys_c			FLUX_VALUE	176	False	ECO:0000000
R_CYSO	cysteine oxidase	M_o2_c + M_cys_L_c <=> 2 M_h_c + M_3sala_c		_1036_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CYSSERNaEx	L-serine/L-cysteine Na-dependent exchange (Cys-L in)	M_na1_e + M_cys_L_e + M_ser_L_c <=> M_na1_c + M_cys_L_c + M_ser_L_e		_6509_1_c|_6510_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYSt4	L-cysteine reversible transport via sodium symport	M_na1_e + M_cys_L_e <=> M_na1_c + M_cys_L_c		_11254_1_c	FLUX_VALUE	185	False	ECO:0000304
R_CYSTA	cysteine transaminase	M_akg_c + M_cys_L_c <=> M_glu_L_c + M_mercppyr_c		_2805_1_c	FLUX_VALUE	176	True	ECO:0000304
R_CYSTAm	cysteine transaminase (mitochondrial)	M_akg_m + M_cys_L_m <=> M_glu_L_m + M_mercppyr_m		_2806_1_m	FLUX_VALUE	176	True	ECO:0000304
R_CYStec	L-cysteine transport via diffusion (extracellular to cytosol)	M_cys_L_e <=> M_cys_L_c		_124935_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CYSTGL	cystathionine g-lyase	M_h2o_c + M_cyst_L_c <=> M_nh4_c + M_2obut_c + M_cys_L_c		_1491_1_c|_1491_2_c	FLUX_VALUE	176	False	ECO:0000269
R_CYSTGLUex	L-cystine/L-glutamate exchanger	M_glu_L_c + M_Lcystin_e <=> M_Lcystin_c + M_glu_L_e		_23657_1_c_6520_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYSTHRNaEx	L-cysteine/L-threonine Na-dependent exchange (Cys-L in)	M_na1_e + M_cys_L_e + M_thr_L_c <=> M_na1_c + M_cys_L_c + M_thr_L_e		_6509_1_c|_6510_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYSTS	cystathionine beta-synthase	M_hcys_L_c + M_ser_L_c <=> M_h2o_c + M_cyst_L_c		_875_1_c	FLUX_VALUE	176	False	ECO:0000269
R_CYSTSERex	L-cystine/glycine exchanger (cystine in)	M_ser_L_c + M_Lcystin_e <=> M_ser_L_e + M_Lcystin_c		_11136_1_c_6519_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYTD	cytidine deaminase	M_h2o_c + M_h_c + M_cytd_c <=> M_nh4_c + M_uri_c		_978_1_c|_57379_1_c	FLUX_VALUE	176	False	ECO:0000254
R_CYTDK1	ATPcytidine 5-phosphotransferase	M_atp_c + M_cytd_c <=> M_adp_c + M_h_c + M_cmp_c		_7371_1_c|_83549_1_c	FLUX_VALUE	176	False	ECO:0000254
R_CYTDK2m	cytidine kinase (ATP), mitochondrial	M_atp_m + M_cytd_m <=> M_h_m + M_adp_m + M_cmp_m			FLUX_VALUE	176	False	ECO:0000000
R_CYTDn	cytidine deaminase, nuclear	M_h2o_n + M_cytd_n + M_h_n <=> M_nh4_n + M_uri_n		_57379_1_n	FLUX_VALUE	176	False	ECO:0000254
R_CYTDt	cytidine facilated transport in cytosol	M_cytd_e <=> M_cytd_c		_3177_1_c|_2030_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CYTDt4	cytidine transport in via sodium symport	M_na1_e + M_cytd_e <=> M_na1_c + M_cytd_c		_9154_1_c|_9154_2_c|_64078_1_c	FLUX_VALUE	185	False	ECO:0000269
R_CYTDtl	Cytidine facilated transport from lysosome	M_cytd_l <=> M_cytd_c		_55315_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CYTDtm	cytidine facilated transport in mitochondria	M_cytd_c <=> M_cytd_m		_2030_1_c	FLUX_VALUE	185	True	ECO:0000269
R_CYTDtn	cytidine  transport in nucleus	M_cytd_c <=> M_cytd_n			FLUX_VALUE	185	True	ECO:0000000
R_CYTK1	cytidylate kinase (CMP)	M_atp_c + M_cmp_c <=> M_adp_c + M_cdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK10	cytidylate kinase (CMP,dGTP)	M_cmp_c + M_dgtp_c <=> M_cdp_c + M_dgdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK10n	cytidylate kinase (CMP,dGTP),nuclear	M_cmp_n + M_dgtp_n <=> M_cdp_n + M_dgdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK11	cytidylate kinase (dCMP,dGTP)	M_dgtp_c + M_dcmp_c <=> M_dgdp_c + M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK11n	cytidylate kinase (dCMP,dGTP),nuclear	M_dgtp_n + M_dcmp_n <=> M_dgdp_n + M_dcdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK12	cytidylate kinase (dCMP,dCTP)	M_dcmp_c + M_dctp_c <=> 2 M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK12n	cytidylate kinase (dCMP,dCTP),nuclear	M_dcmp_n + M_dctp_n <=> 2 M_dcdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK13	cytidylate kinase (dCMP,dATP)	M_datp_c + M_dcmp_c <=> M_dadp_c + M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK13n	cytidylate kinase (dCMP,dATP),nuclear	M_dcmp_n + M_datp_n <=> M_dcdp_n + M_dadp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK14	cytidylate kinase (dCMP,UTP)	M_utp_c + M_dcmp_c <=> M_udp_c + M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK14n	cytidylate kinase (dCMP,CTP),nuclear	M_dcmp_n + M_utp_n <=> M_dcdp_n + M_udp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK1m	cytidylate kinase (CMP),mitochondrial	M_atp_m + M_cmp_m <=> M_adp_m + M_cdp_m			FLUX_VALUE	176	True	ECO:0000134
R_CYTK1n	cytidylate kinase (CMP),nuclear	M_atp_n + M_cmp_n <=> M_cdp_n + M_adp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK2	cytidylate kinase (dCMP)	M_atp_c + M_dcmp_c <=> M_adp_c + M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK2n	cytidylate kinase (dCMP),nuclear	M_atp_n + M_dcmp_n <=> M_dcdp_n + M_adp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK3	cytidylate kinase (CMP)(GTP)	M_gtp_c + M_cmp_c <=> M_gdp_c + M_cdp_c		_26289_1_c|_26289_2_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK3n	cytidylate kinase (dCMP,CTP),nuclear	M_ctp_n + M_dcmp_n <=> M_cdp_n + M_dcdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK4	cytidylate kinase (dCMP)(GTP)	M_gtp_c + M_dcmp_c <=> M_gdp_c + M_dcdp_c		_26289_1_c|_26289_2_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK4n	cytidylate kinase (dCMP,GTP),nuclear	M_dcmp_n + M_gtp_n <=> M_dcdp_n + M_gdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK5	cytidylate kinase (dCMP)	M_ctp_c + M_dcmp_c <=> M_cdp_c + M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK5n	cytidylate kinase (CMP),nuclear	M_cmp_n + M_gtp_n <=> M_cdp_n + M_gdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK6	cytidylate kinase (CMP,CTP)	M_cmp_c + M_ctp_c <=> 2 M_cdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK6n	cytidylate kinase (CMP,CTP),nuclear	M_ctp_n + M_cmp_n <=> 2 M_cdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK7	cytidylate kinase (CMP,UTP)	M_cmp_c + M_utp_c <=> M_udp_c + M_cdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK7n	cytidylate kinase (CMP,UTP),nuclear	M_cmp_n + M_utp_n <=> M_cdp_n + M_udp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK8	cytidylate kinase (CMP,dATP)	M_datp_c + M_cmp_c <=> M_dadp_c + M_cdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK8n	cytidylate kinase (CMP,dATP),nuclear	M_cmp_n + M_datp_n <=> M_cdp_n + M_dadp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_CYTK9	cytidylate kinase (CMP,dCTP)	M_cmp_c + M_dctp_c <=> M_cdp_c + M_dcdp_c		_51727_1_c	FLUX_VALUE	176	True	ECO:0000269
R_CYTK9n	cytidylate kinase (CMP,dCTP),nuclear	M_cmp_n + M_dctp_n <=> M_cdp_n + M_dcdp_n		_51727_1_n	FLUX_VALUE	176	True	ECO:0000269
R_D_3AIBt	D-3-amino-isobutyrate transport	M_3aib_D_c <=> M_3aib_D_e			FLUX_VALUE	185	False	ECO:0000000
R_D3AIBTm	D-3-Amino-isobutanoate:pyruvate aminotransferase, mitochondrial	M_pyr_m + M_3aib_D_m <=> M_2mop_m + M_ala_L_m			FLUX_VALUE	176	True	ECO:0000000
R_DADA	Deoxyadenosine deaminase	M_h2o_c + M_h_c + M_dad_2_c <=> M_nh4_c + M_din_c		_100_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DADAe	Deoxyadenosine deaminase, extracellular	M_h_e + M_h2o_e + M_dad_2_e <=> M_nh4_e + M_din_e		_100_1_e	FLUX_VALUE	176	False	ECO:0000269
R_DADNK	deoxyadenosine kinase	M_atp_c + M_dad_2_c <=> M_adp_c + M_h_c + M_damp_c			FLUX_VALUE	176	False	ECO:0000000
R_DADNt4	deoxyadenosine transport via diffusion	M_dad_2_e <=> M_dad_2_c			FLUX_VALUE	185	True	ECO:0000000
R_DAG_HSter	diacylglycerol ER export	M_dag_hs_r <=> M_dag_hs_c			FLUX_VALUE	185	False	ECO:0000000
R_DAGK_hs	Diacylglycerol phosphate kinase (homo sapiens)	M_atp_c + M_dag_hs_c <=> M_adp_c + M_h_c + M_pa_hs_c		_9162_1_c|_1607_1_c|_8525_2_c|_160851_1_c|_1608_1_c|_1607_2_c|_8525_1_c|_8527_1_c|_1606_1_c|_160851_2_c|_8526_1_c|_8525_3_c|_1607_1_c|_8527_2_c|_1609_1_c	FLUX_VALUE	176	True	ECO:0000269
R_DAGKn_hs	Diacylglycerol phosphate kinase (homo sapiens)	M_atp_n + M_dag_hs_n <=> M_h_n + M_adp_n + M_pa_hs_n		_8525_1_n|_9162_1_n	FLUX_VALUE	176	True	ECO:0000269
R_DAGt	diacylglycerol transport	M_dag_hs_e <=> M_dag_hs_c			FLUX_VALUE	185	True	ECO:0000269
R_DALAOXx	D-Alanine Oxidase (x)	M_o2_x + M_h2o_x + M_ala_D_x <=> M_h2o2_x + M_pyr_x + M_nh4_x		_1610_1_x	FLUX_VALUE	176	False	ECO:0000269
R_DALAt2r	D-alanine transport via proton symport	M_h_e + M_ala_D_e <=> M_h_c + M_ala_D_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000304
R_DALAt2rL	D-alanine transport via proton symport (lysosome)	M_h_l + M_ala_D_l <=> M_h_c + M_ala_D_c		_206358_1_c	FLUX_VALUE	185	True	ECO:0000269
R_DALAxt	D-Alanine transport to perixosome	M_ala_D_c <=> M_ala_D_x			FLUX_VALUE	185	False	ECO:0000000
R_DARGOp	D-arginine oxidase, perixosomal	M_o2_x + M_h2o_x + M_arg_D_x <=> M_h2o2_x + M_nh4_x + M_5g2oxpt_x		_1610_1_x	FLUX_VALUE	176	False	ECO:0000269
R_DASCBH	L-Dehydroascorbate lactonohydrolase	M_h2o_c + M_dhdascb_c <=> M_h_c + M_23doguln_c			FLUX_VALUE	176	False	ECO:0000000
R_DASCBR	dehydroascorbate reductase	M_nadph_c + M_dhdascb_c <=> M_nadp_c + M_ascb_L_c		_2745_1_c|_51022_2_c|_51022_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DASPO1p	D-aspartate oxidase, peroxisomal	M_o2_x + M_h2o_x + M_asp_D_x <=> M_h2o2_x + M_nh4_x + M_oaa_x		_8528_2_x|_8528_1_x	FLUX_VALUE	176	False	ECO:0000269
R_DATPtn	dATP diffusion in nucleus	M_datp_c <=> M_datp_n			FLUX_VALUE	185	True	ECO:0000000
R_DCIm	dodecenoyl-Coenzyme A delta isomerase	M_dd2coa_m <=> M_dd3coa_m		_1632_1_m	FLUX_VALUE	176	True	ECO:0000254
R_DCK1m	Deoxycytidine kinase, mitochondrial (ATP)	M_atp_m + M_dcyt_m <=> M_h_m + M_adp_m + M_dcmp_m			FLUX_VALUE	176	True	ECO:0000000
R_DCK1n	Deoxycytidine kinase, nuclear (ATP)	M_atp_n + M_dcyt_n <=> M_h_n + M_dcmp_n + M_adp_n		_1633_1_n	FLUX_VALUE	176	True	ECO:0000269
R_DCK2n	Deoxycytidine kinase, nuclear (UTP)	M_utp_n + M_dcyt_n <=> M_h_n + M_dcmp_n + M_udp_n		_1633_1_n	FLUX_VALUE	176	True	ECO:0000269
R_DCMPDA	dCMP deaminase	M_h2o_c + M_h_c + M_dcmp_c <=> M_nh4_c + M_dump_c		_1635_1_c	FLUX_VALUE	176	True	ECO:0000254
R_DCSPTN1COAtx	fatty acid intracellular transport	M_dcsptn1coa_c <=> M_dcsptn1coa_x			FLUX_VALUE	185	True	ECO:0000000
R_DCSPTN1CPT1	carnitine O-palmitoyltransferase	M_crn_c + M_dcsptn1coa_c <=> M_coa_c + M_dcsptn1crn_c		_1375_1_c|_1375_3_c|_1375_4_c|_126129_1_c|_1374_1_c|_1375_2_c	FLUX_VALUE	176	False	ECO:0000269
R_DCSPTN1CPT2	carnitine transferase	M_coa_m + M_dcsptn1crn_m <=> M_crn_m + M_dcsptn1coa_m		_1376_1_m	FLUX_VALUE	176	False	ECO:0000000
R_DCSPTN1CRNt	transport into the mitochondria (carnitine)	M_dcsptn1crn_c <=> M_dcsptn1crn_m		_788_1_c	FLUX_VALUE	185	False	ECO:0000269
R_DCSPTN1t	fatty acid transport via diffusion	M_dcsptn1_e <=> M_dcsptn1_c			FLUX_VALUE	185	True	ECO:0000000
R_DCT	Dopachrome tautomerase	M_L_dpchrm_c <=> M_56dihindlcrbxlt_c		_1638_1_c	FLUX_VALUE	176	True	ECO:0000269
R_DCTPtn	dCTP diffusion in nucleus	M_dctp_c <=> M_dctp_n			FLUX_VALUE	185	True	ECO:0000000
R_DCYTD	deoxycytidine deaminase	M_h2o_c + M_h_c + M_dcyt_c <=> M_nh4_c + M_duri_c		_978_1_c|_57379_1_c	FLUX_VALUE	176	False	ECO:0000254
R_DCYTDn	deoxycytidine deaminase, nuclear	M_h2o_n + M_h_n + M_dcyt_n <=> M_nh4_n + M_duri_n		_57379_1_n	FLUX_VALUE	176	False	ECO:0000254
R_DCYTt	deoxycytidine transport via diffusion	M_dcyt_e <=> M_dcyt_c			FLUX_VALUE	185	True	ECO:0000000
R_DDPGAm	2-dehydro-3-deoxy-phosphogluconate aldolase, mitochondrial	M_4h2oglt_m <=> M_pyr_m + M_glx_m			FLUX_VALUE	176	True	ECO:0000000
R_DEBRISOQUINEt	debrisoquine uniport	M_debrisoquine_e <=> M_debrisoquine_c		_6582_1_c|_6582_2_c	FLUX_VALUE	185	True	ECO:0000269
R_DECDPtm	lipid, flip-flop intracellular transport	M_decdp_c <=> M_decdp_m			FLUX_VALUE	185	True	ECO:0000000
R_DEDOLP1_L	dehydrodolichol diphosphate phosphatase (liver)	M_h2o_c + 0 M_dedoldp_L_c <=> M_h_c + M_pi_c + 0 M_dedolp_L_c			FLUX_VALUE	176	False	ECO:0000000
R_DEDOLP1_U	dehydrodolichol diphosphate phosphatase (uterus)	M_h2o_c + 0 M_dedoldp_U_c <=> M_h_c + M_pi_c + 0 M_dedolp_U_c			FLUX_VALUE	176	False	ECO:0000000
R_DEDOLP2_L	dehydrodolichol phosphate phosphatase (liver)	M_h2o_c + 0 M_dedolp_L_c <=> M_pi_c + 0 M_dedol_L_c			FLUX_VALUE	176	False	ECO:0000000
R_DEDOLP2_U	dehydrodolichol phosphate phosphatase (uterus)	M_h2o_c + 0 M_dedolp_U_c <=> M_pi_c + 0 M_dedol_U_c			FLUX_VALUE	176	False	ECO:0000000
R_DEDOLR_L	dehydrodolichol reductase (liver)	M_h_c + M_nadph_c + 0 M_dedol_L_c <=> M_nadp_c + 0 M_dolichol_L_c			FLUX_VALUE	176	False	ECO:0000000
R_DEDOLR_U	dehydrodolichol reductase (uterus)	M_h_c + M_nadph_c + 0 M_dedol_U_c <=> M_nadp_c + 0 M_dolichol_U_c			FLUX_VALUE	176	False	ECO:0000000
R_DESAT16_2	palmitoyl-CoA desaturase (n-C16:0CoA -> n-C16:1CoA)	M_o2_c + M_h_c + M_nadh_c + M_pmtcoa_c <=> 2 M_h2o_c + M_nad_c + M_hdcoa_c		_6319_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DESAT18_10	fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA)	M_o2_c + M_h_c + M_nadh_c + M_lnlncacoa_c <=> 2 M_h2o_c + M_nad_c + M_strdnccoa_c		_9415_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DESAT18_3	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	M_o2_c + M_h_c + M_nadh_c + M_stcoa_c <=> 2 M_h2o_c + M_nad_c + M_odecoa_c		_6319_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DESAT18_4	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	M_o2_c + M_h_c + M_nadh_c + M_stcoa_c <=> 2 M_h2o_c + M_nad_c + M_vacccoa_c		_6319_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DESAT18_5	stearoyl-CoA desaturase (n-C18:0CoA -> n-C18:1CoA)	M_o2_c + M_h_c + M_nadh_c + M_stcoa_c <=> 2 M_h2o_c + M_nad_c + M_od2coa_c		_6319_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DESAT18_6	fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	M_o2_c + M_h_c + M_nadh_c + M_odecoa_c <=> 2 M_h2o_c + M_nad_c + M_lneldccoa_c		_9415_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DESAT18_7	fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	M_o2_c + M_h_c + M_nadh_c + M_vacccoa_c <=> 2 M_h2o_c + M_nad_c + M_lneldccoa_c		_9415_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DESAT18_8	fatty acyl-CoA desaturase (n-C18:1CoA -> n-C18:2CoA)	M_o2_c + M_h_c + M_nadh_c + M_od2coa_c <=> 2 M_h2o_c + M_nad_c + M_lneldccoa_c		_9415_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DESAT18_9	fatty acyl-CoA desaturase (n-C18:2CoA -> n-C18:3CoA)	M_o2_c + M_h_c + M_nadh_c + M_lnlccoa_c <=> 2 M_h2o_c + M_nad_c + M_lnlncgcoa_c		_9415_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DESAT20_1	fatty acyl-CoA desaturase (n-C20:3CoA -> n-C20:4CoA)	M_o2_c + M_h_c + M_nadh_c + M_dlnlcgcoa_c <=> 2 M_h2o_c + M_nad_c + M_arachdcoa_c		_3992_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DESAT20_2	fatty acyl-CoA desaturase (n-C20:4CoA -> n-C20:5CoA)	M_o2_c + M_h_c + M_nadh_c + M_eicostetcoa_c <=> 2 M_h2o_c + M_nad_c + M_tmndnccoa_c		_3992_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DESAT22_1p	fatty acyl-CoA desaturase (n-C22:4CoA -> n-C22:5CoA)	M_h_x + M_nadh_x + M_o2_x + M_adrncoa_x <=> M_nad_x + 2 M_h2o_x + M_dcsptn1coa_x			FLUX_VALUE	176	False	ECO:0000000
R_DESAT22_2p	fatty acyl-CoA desaturase (n-C22:5CoA -> n-C22:6CoA)	M_h_x + M_nadh_x + M_o2_x + M_clpndcoa_x <=> M_nad_x + 2 M_h2o_x + M_c226coa_x			FLUX_VALUE	176	False	ECO:0000000
R_DESAT24_1	fatty acyl-CoA desaturase (n-C24:5CoA -> n-C24:6CoA)	M_o2_c + M_h_c + M_nadh_c + M_tetpent3coa_c <=> 2 M_h2o_c + M_nad_c + M_tethex3coa_c		_9415_1_c	FLUX_VALUE	176	False	ECO:0000269
R_DGAT	diacylglycerol acyltransferase	M_Rtotal3coa_c + M_dag_hs_c <=> M_coa_c + M_tag_hs_c		_8694_1_c|_84649_1_c	FLUX_VALUE	176	False	ECO:0000000
R_DGCHOLte	bile acid intracellular transport	M_dgchol_e <=> M_dgchol_c			FLUX_VALUE	185	True	ECO:0000000
R_DGCHOLtx	bile acid intracellular transport	M_dgchol_x <=> M_dgchol_c			FLUX_VALUE	185	True	ECO:0000000
R_DGK1	deoxyguanylate kinase (dGMP:ATP)	M_atp_c + M_dgmp_c <=> M_adp_c + M_dgdp_c		_2987_1_c	FLUX_VALUE	176	True	ECO:0000269
R_DGK2m	deoxyguanylate kinase (dGMP:dATP) (mitochondrial)	M_datp_m + M_dgmp_m <=> M_dadp_m + M_dgdp_m			FLUX_VALUE	176	True	ECO:0000000
R_DGNSKm	deoxyguanosine kinase	M_atp_m + M_dgsn_m <=> M_h_m + M_adp_m + M_dgmp_m		_1716_5_m|_1716_1_m|_1716_4_m|_1716_2_m|_1716_3_m	FLUX_VALUE	176	False	ECO:0000269
R_DGSNt	deoyguanosine transport via diffusion	M_dgsn_e <=> M_dgsn_c			FLUX_VALUE	185	True	ECO:0000000
R_DGSNtm	deoyguanosine transport in mitochondria	M_dgsn_c <=> M_dgsn_m			FLUX_VALUE	185	True	ECO:0000000
R_DGTPtn	dGTP diffusion in nucleus	M_dgtp_c <=> M_dgtp_n			FLUX_VALUE	185	True	ECO:0000000
R_DGULND	dehydro-L-gulonate decarboxylase	M_h_c + M_3dhguln_c <=> M_co2_c + M_xylu_L_c			FLUX_VALUE	176	True	ECO:0000000
R_DHAAt1r	dehydroascorbate transport (uniport)	M_dhdascb_e <=> M_dhdascb_c		_6515_1_c|_6513_1_c|_6517_1_c	FLUX_VALUE	185	True	ECO:0000269
R_DHAPA	dihydroxyacetone phosphate acyltransferase	M_dhap_c + M_Rtotalcoa_c <=> M_coa_c + M_adhap_hs_c		_8443_1_c	FLUX_VALUE	176	False	ECO:0000000
